,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
115,THINI_RS21795,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS21795,THINI,-10.782361,5.4116344
116,THINI_RS21765,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS21765,THINI,-12.040713,5.9786963
117,THINI_RS21545,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS21545,THINI,12.205405,8.406179
118,THINI_RS21475,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS21475,THINI,18.30013,-0.29908785
119,THINI_RS21400,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,HTH_8,GCF_000260135.1-THINI_RS21400,THINI,-19.807089,-9.245491
120,THINI_RS18850,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS18850,THINI,-6.5021715,-7.86804
121,THINI_RS18100,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS18100,THINI,-7.490303,0.3318689
122,THINI_RS16540,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS16540,THINI,25.811543,-13.999526
123,THINI_RS19365,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS19365,THINI,-13.522835,-0.4353387
124,THINI_RS19280,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS19280,THINI,-7.463104,2.302853
125,THINI_RS16265,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,HTH_8,GCF_000260135.1-THINI_RS16265,THINI,10.679175,14.888805
126,THINI_RS14220,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS14220,THINI,19.315165,-16.732506
127,THINI_RS17695,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,,GCF_000260135.1-THINI_RS17695,THINI,2.852328,-16.053318
128,THINI_RS23705,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,,GCF_000260135.1-THINI_RS23705,THINI,5.0683746,-15.399472
129,THINI_RS13665,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,ANTAR,GCF_000260135.1-THINI_RS13665,THINI,32.935658,9.37119
130,THINI_RS12760,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS12760,THINI,24.508589,-13.87695
131,THINI_RS12690,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,HTH_8,GCF_000260135.1-THINI_RS12690,THINI,3.186668,13.594307
132,THINI_RS12315,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS12315,THINI,-5.0359483,0.13838202
133,THINI_RS15245,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,LytTR,GCF_000260135.1-THINI_RS15245,THINI,19.8414,5.189946
134,THINI_RS15170,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS15170,THINI,-12.826449,5.7305365
135,THINI_RS14620,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS14620,THINI,11.587178,8.318904
136,THINI_RS14595,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,HTH_8,GCF_000260135.1-THINI_RS14595,THINI,9.176337,10.14791
137,THINI_RS09300,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS09300,THINI,23.736511,-3.4833522
138,THINI_RS08635,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,HTH_8,GCF_000260135.1-THINI_RS08635,THINI,4.1111617,20.863998
139,THINI_RS07175,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS07175,THINI,5.2526584,-26.386555
140,THINI_RS06705,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS06705,THINI,9.741831,-25.244143
141,THINI_RS06590,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,SpoIIE,GCF_000260135.1-THINI_RS06590,THINI,-15.787884,-14.430441
142,THINI_RS06580,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,,GCF_000260135.1-THINI_RS06580,THINI,-3.0386963,4.0147886
143,THINI_RS10285,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS10285,THINI,26.39677,-17.079002
144,THINI_RS10040,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS10040,THINI,-9.715476,-7.5941243
145,THINI_RS09540,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS09540,THINI,-17.322752,-5.026753
146,THINI_RS06300,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS06300,THINI,18.08169,-4.0714374
147,THINI_RS05815,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS05815,THINI,-6.4601293,-7.0239673
148,THINI_RS05725,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,,GCF_000260135.1-THINI_RS05725,THINI,-6.9362454,-18.044323
149,THINI_RS05625,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS05625,THINI,-13.527159,-7.658899
150,THINI_RS08085,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS08085,THINI,-25.235888,1.7833084
151,THINI_RS07435,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS07435,THINI,19.30998,-16.823727
152,THINI_RS07390,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS07390,THINI,4.9231453,-26.3102
153,THINI_RS04335,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS04335,THINI,23.529718,-5.6146855
154,THINI_RS10545,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,,GCF_000260135.1-THINI_RS10545,THINI,5.2955117,-11.616931
155,THINI_RS10540,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,,GCF_000260135.1-THINI_RS10540,THINI,1.6128782,-18.539783
156,THINI_RS01370,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS01370,THINI,-21.033384,2.5802176
157,THINI_RS01310,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,HTH_8,GCF_000260135.1-THINI_RS01310,THINI,-4.6808066,19.111607
158,THINI_RS03255,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS03255,THINI,-26.708641,-1.2188473
159,THINI_RS02645,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Trans_reg_C,GCF_000260135.1-THINI_RS02645,THINI,-20.43731,8.292431
160,THINI_RS02590,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS02590,THINI,11.421348,8.549203
161,THINI_RS02180,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS02180,THINI,5.0032535,-26.316101
162,THINI_RS01895,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Sigma54_activat,GCF_000260135.1-THINI_RS01895,THINI,-14.546184,17.14439
163,P166_RS0110045,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,,GCF_000711315.1-P166_RS0110045,P166,-18.194637,-17.041111
164,P166_RS0106560,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,GerE,GCF_000711315.1-P166_RS0106560,P166,11.880808,9.313057
165,P166_RS0104520,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,Trans_reg_C,GCF_000711315.1-P166_RS0104520,P166,-24.102533,0.7827778
166,P166_RS0104265,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,CheW,GCF_000711315.1-P166_RS0104265,P166,17.30071,24.328785
167,P166_RS0109280,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,HD,GCF_000711315.1-P166_RS0109280,P166,-3.89641,-11.415047
168,P166_RS0108955,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,Trans_reg_C,GCF_000711315.1-P166_RS0108955,P166,-19.295341,-1.5983434
169,P166_RS0108010,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,HTH_17,GCF_000711315.1-P166_RS0108010,P166,6.6387362,-8.126688
170,P166_RS0107845,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,HTH_8,GCF_000711315.1-P166_RS0107845,P166,2.6947453,14.412528
171,P166_RS0107475,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,GerE,GCF_000711315.1-P166_RS0107475,P166,-1.9277602,-2.152064
172,P166_RS0103935,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,Trans_reg_C,GCF_000711315.1-P166_RS0103935,P166,-20.559607,-13.475784
173,P166_RS0103435,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,GGDEF,GCF_000711315.1-P166_RS0103435,P166,-26.780323,-9.1079645
174,P166_RS0103400,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,,GCF_000711315.1-P166_RS0103400,P166,4.601955,-1.5118822
175,P166_RS0103215,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,HTH_8,GCF_000711315.1-P166_RS0103215,P166,-10.604364,23.769339
176,P166_RS0103095,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,SpoIIE,GCF_000711315.1-P166_RS0103095,P166,-1.1826859,-4.507441
177,P166_RS0108410,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,EAL,GCF_000711315.1-P166_RS0108410,P166,2.8032823,-9.710811
178,P166_RS0105685,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,ANTAR,GCF_000711315.1-P166_RS0105685,P166,32.86649,9.8657
179,P166_RS0105570,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,CheW,GCF_000711315.1-P166_RS0105570,P166,19.415287,21.054413
180,P166_RS0105365,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,HTH_8,GCF_000711315.1-P166_RS0105365,P166,0.7492918,10.932263
181,P166_RS0105100,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,GerE,GCF_000711315.1-P166_RS0105100,P166,20.046072,-10.329203
182,P166_RS0102605,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,HTH_8,GCF_000711315.1-P166_RS0102605,P166,13.02778,13.475702
183,P166_RS0101795,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,HTH_8,GCF_000711315.1-P166_RS0101795,P166,-4.716993,19.522446
184,P166_RS0106200,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,,GCF_000711315.1-P166_RS0106200,P166,-6.6350474,5.974777
185,P166_RS0101140,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,Trans_reg_C,GCF_000711315.1-P166_RS0101140,P166,-8.31726,-4.8705974
186,P166_RS0100405,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,Trans_reg_C,GCF_000711315.1-P166_RS0100405,P166,-21.556553,8.830565
187,P166_RS0102090,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,CheB_methylest,GCF_000711315.1-P166_RS0102090,P166,11.452841,-6.827975
188,P166_RS0102070,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,,GCF_000711315.1-P166_RS0102070,P166,3.806887,-1.805148
189,P166_RS0102040,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,,GCF_000711315.1-P166_RS0102040,P166,8.655346,-0.6810706
190,P166_RS0100090,GCF_000711315.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,GGDEF,GCF_000711315.1-P166_RS0100090,P166,2.5795522,23.58548
191,SSPSH_RS01320,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,HTH_8,GCF_000215955.2-SSPSH_RS01320,SSPSH,4.595544,19.591877
192,SSPSH_RS01150,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,ANTAR,GCF_000215955.2-SSPSH_RS01150,SSPSH,30.944778,10.460948
193,SSPSH_RS01005,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,HTH_8,GCF_000215955.2-SSPSH_RS01005,SSPSH,-9.6243725,21.399746
194,SSPSH_RS00830,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,Trans_reg_C,GCF_000215955.2-SSPSH_RS00830,SSPSH,-25.590294,0.51248527
195,SSPSH_RS00625,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,EAL,GCF_000215955.2-SSPSH_RS00625,SSPSH,12.572447,4.2396183
196,SSPSH_RS00525,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,GerE,GCF_000215955.2-SSPSH_RS00525,SSPSH,-0.53462946,-9.116851
197,SSPSH_RS01715,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,Sigma54_activat,GCF_000215955.2-SSPSH_RS01715,SSPSH,7.4427423,8.310612
198,SSPSH_RS02905,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,Trans_reg_C,GCF_000215955.2-SSPSH_RS02905,SSPSH,-22.286062,-5.0709767
199,SSPSH_RS03190,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,Trans_reg_C,GCF_000215955.2-SSPSH_RS03190,SSPSH,-27.216537,-0.813986
200,SSPSH_RS02040,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,HTH_8,GCF_000215955.2-SSPSH_RS02040,SSPSH,9.238875,14.934832
201,SSPSH_RS03815,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,,GCF_000215955.2-SSPSH_RS03815,SSPSH,-13.390551,-14.146499
202,SSPSH_RS04560,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,GerE,GCF_000215955.2-SSPSH_RS04560,SSPSH,23.59703,-7.068037
203,SSPSH_RS06805,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,HTH_8,GCF_000215955.2-SSPSH_RS06805,SSPSH,-8.1929035,11.384142
204,SSPSH_RS06750,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,GerE,GCF_000215955.2-SSPSH_RS06750,SSPSH,25.49855,-7.4511037
205,SSPSH_RS07890,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,GerE,GCF_000215955.2-SSPSH_RS07890,SSPSH,9.752059,7.440448
206,SSPSH_RS07825,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,LytTR,GCF_000215955.2-SSPSH_RS07825,SSPSH,18.155119,4.638146
207,SSPSH_RS07755,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,Trans_reg_C,GCF_000215955.2-SSPSH_RS07755,SSPSH,-9.205153,0.48372576
208,SSPSH_RS10295,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,GerE,GCF_000215955.2-SSPSH_RS10295,SSPSH,24.817945,-16.093195
209,SSPSH_RS10240,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,GGDEF,GCF_000215955.2-SSPSH_RS10240,SSPSH,0.061706007,-11.15595
210,SSPSH_RS10025,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,Trans_reg_C,GCF_000215955.2-SSPSH_RS10025,SSPSH,-7.185394,-6.716239
211,SSPSH_RS10865,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,,GCF_000215955.2-SSPSH_RS10865,SSPSH,-5.7170153,8.967737
212,SSPSH_RS15830,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,CheB_methylest,GCF_000215955.2-SSPSH_RS15830,SSPSH,12.006405,-5.804089
213,SSPSH_RS15825,GCF_000215955.2,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,,GCF_000215955.2-SSPSH_RS15825,SSPSH,9.801369,1.2262685
214,A7456_RS10265,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,Trans_reg_C,GCF_001679005.1-A7456_RS10265,A7456,-16.767834,-5.61825
215,A7456_RS07570,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,GerE,GCF_001679005.1-A7456_RS07570,A7456,16.124199,-3.116018
216,A7456_RS06615,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,Trans_reg_C,GCF_001679005.1-A7456_RS06615,A7456,-10.803342,3.5334299
217,A7456_RS04695,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,GerE,GCF_001679005.1-A7456_RS04695,A7456,28.248344,-4.467688
218,A7456_RS04685,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,HTH_8,GCF_001679005.1-A7456_RS04685,A7456,4.614108,21.789703
219,A7456_RS04435,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,,GCF_001679005.1-A7456_RS04435,A7456,14.782292,-10.766807
220,A7456_RS03655,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,Trans_reg_C,GCF_001679005.1-A7456_RS03655,A7456,-11.282631,0.32322255
221,A7456_RS03645,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,,GCF_001679005.1-A7456_RS03645,A7456,6.187157,-13.359532
222,A7456_RS03640,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,,GCF_001679005.1-A7456_RS03640,A7456,1.1038888,-19.832577
223,A7456_RS03185,GCF_001679005.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,LytTR,GCF_001679005.1-A7456_RS03185,A7456,-11.290959,-14.655367
224,RO21_RS01730,GCF_001038205.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Muribacter,Muribacter muris,Trans_reg_C,GCF_001038205.1-RO21_RS01730,RO21,-11.353215,-12.236231
225,RO21_RS07330,GCF_001038205.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Muribacter,Muribacter muris,Trans_reg_C,GCF_001038205.1-RO21_RS07330,RO21,-3.3900826,-4.9819326
226,RO21_RS07100,GCF_001038205.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Muribacter,Muribacter muris,,GCF_001038205.1-RO21_RS07100,RO21,14.90982,22.768633
227,RO21_RS04175,GCF_001038205.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Muribacter,Muribacter muris,Trans_reg_C,GCF_001038205.1-RO21_RS04175,RO21,-12.724317,-2.3222246
228,RO21_RS00275,GCF_001038205.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Muribacter,Muribacter muris,Trans_reg_C,GCF_001038205.1-RO21_RS00275,RO21,-23.774502,5.0288515
229,UMN179_RS11110,GCF_000209675.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium anatis,GerE,GCF_000209675.1-UMN179_RS11110,UMN179,19.295456,-4.795213
230,UMN179_RS10465,GCF_000209675.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium anatis,Trans_reg_C,GCF_000209675.1-UMN179_RS10465,UMN179,-21.147957,2.5492861
