,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
122,DSUI_RS09215,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,EAL,GCF_000236665.1-DSUI_RS09215,DSUI,24.68953,-18.567099
123,DSUI_RS09195,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HDOD,GCF_000236665.1-DSUI_RS09195,DSUI,25.637518,-22.429367
124,DSUI_RS09190,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS09190,DSUI,28.581074,-23.03839
125,DSUI_RS09100,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS09100,DSUI,-29.769033,20.940649
126,DSUI_RS09085,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HD,GCF_000236665.1-DSUI_RS09085,DSUI,-43.162273,-2.6736772
127,DSUI_RS09080,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,GerE,GCF_000236665.1-DSUI_RS09080,DSUI,23.231207,12.482133
128,DSUI_RS09030,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Trans_reg_C,GCF_000236665.1-DSUI_RS09030,DSUI,-19.239126,6.2994633
129,DSUI_RS08910,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,ANTAR,GCF_000236665.1-DSUI_RS08910,DSUI,42.630672,-17.295723
130,DSUI_RS08585,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HTH_8,GCF_000236665.1-DSUI_RS08585,DSUI,14.542258,-10.780245
131,DSUI_RS07890,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Trans_reg_C,GCF_000236665.1-DSUI_RS07890,DSUI,-8.1222,27.04691
132,DSUI_RS07705,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,GerE,GCF_000236665.1-DSUI_RS07705,DSUI,16.22623,36.40512
133,DSUI_RS07550,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,EAL,GCF_000236665.1-DSUI_RS07550,DSUI,1.74318,2.49446
134,DSUI_RS07540,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS07540,DSUI,29.573496,-39.20744
135,DSUI_RS07445,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Trans_reg_C,GCF_000236665.1-DSUI_RS07445,DSUI,-25.429852,13.084479
136,DSUI_RS06805,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HTH_8,GCF_000236665.1-DSUI_RS06805,DSUI,2.8469393,-12.899773
137,DSUI_RS08390,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS08390,DSUI,-7.0333705,-23.430906
138,DSUI_RS08385,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,CheW,GCF_000236665.1-DSUI_RS08385,DSUI,-23.685421,-33.6096
139,DSUI_RS08380,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,CheW,GCF_000236665.1-DSUI_RS08380,DSUI,-27.272306,-34.411167
140,DSUI_RS08360,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,CheB_methylest,GCF_000236665.1-DSUI_RS08360,DSUI,14.935258,-36.41667
141,DSUI_RS08330,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS08330,DSUI,-14.802213,-22.523422
142,DSUI_RS06115,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS06115,DSUI,-13.081245,-30.250456
143,DSUI_RS05585,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HTH_8,GCF_000236665.1-DSUI_RS05585,DSUI,30.291502,-16.557852
144,DSUI_RS05155,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Trans_reg_C,GCF_000236665.1-DSUI_RS05155,DSUI,-5.963865,11.594838
145,DSUI_RS05080,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HTH_8,GCF_000236665.1-DSUI_RS05080,DSUI,21.13372,-6.9930105
146,DSUI_RS07020,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS07020,DSUI,-16.08296,-16.14498
147,DSUI_RS06980,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,CheB_methylest,GCF_000236665.1-DSUI_RS06980,DSUI,10.917872,-40.173714
148,DSUI_RS04420,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HD,GCF_000236665.1-DSUI_RS04420,DSUI,-25.074417,-5.7882833
149,DSUI_RS04170,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Trans_reg_C,GCF_000236665.1-DSUI_RS04170,DSUI,-20.52117,11.59787
150,DSUI_RS04080,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,TPR_16,GCF_000236665.1-DSUI_RS04080,DSUI,-3.7793233,-33.756935
151,DSUI_RS03905,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HTH_8,GCF_000236665.1-DSUI_RS03905,DSUI,7.6733313,-2.055581
152,DSUI_RS05835,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS05835,DSUI,-12.1929455,-21.848106
153,DSUI_RS05715,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HTH_8,GCF_000236665.1-DSUI_RS05715,DSUI,-0.055403218,-8.606418
154,DSUI_RS03750,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HD,GCF_000236665.1-DSUI_RS03750,DSUI,-27.47131,-4.3361483
155,DSUI_RS03210,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS03210,DSUI,-23.629263,-21.584099
156,DSUI_RS03205,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,,GCF_000236665.1-DSUI_RS03205,DSUI,-37.703243,-9.359054
157,DSUI_RS01825,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,GerE,GCF_000236665.1-DSUI_RS01825,DSUI,26.383337,4.167157
158,DSUI_RS01575,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,PAS,GCF_000236665.1-DSUI_RS01575,DSUI,-27.437119,4.820345
159,DSUI_RS01420,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,TPR_16,GCF_000236665.1-DSUI_RS01420,DSUI,-0.25550696,-35.049072
160,DSUI_RS01295,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Trans_reg_C,GCF_000236665.1-DSUI_RS01295,DSUI,7.0855584,13.549242
161,DSUI_RS01270,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Trans_reg_C,GCF_000236665.1-DSUI_RS01270,DSUI,-6.772726,18.211275
162,DSUI_RS17955,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HTH_8,GCF_000236665.1-DSUI_RS17955,DSUI,-1.9442089,12.612125
163,DSUI_RS00670,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,HTH_8,GCF_000236665.1-DSUI_RS00670,DSUI,15.840916,2.803257
164,DSUI_RS00540,GCF_000236665.1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,LytTR,GCF_000236665.1-DSUI_RS00540,DSUI,7.6738667,-19.875378
165,METUNV1_RS01220,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS01220,METUNV1,5.767786,13.151369
166,METUNV1_RS01010,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS01010,METUNV1,15.509817,1.6628845
167,METUNV1_RS00945,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS00945,METUNV1,36.098274,10.398926
168,METUNV1_RS00940,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS00940,METUNV1,29.905355,-6.000504
169,METUNV1_RS00450,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HD,GCF_000214035.1-METUNV1_RS00450,METUNV1,-29.911074,-4.3783064
170,METUNV1_RS00390,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS00390,METUNV1,20.283133,-6.8755007
171,METUNV1_RS00345,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS00345,METUNV1,-1.5951359,26.815538
172,METUNV1_RS00325,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,EAL,GCF_000214035.1-METUNV1_RS00325,METUNV1,1.8493481,4.505568
173,METUNV1_RS00235,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS00235,METUNV1,-31.01424,-15.847021
174,METUNV1_RS00230,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HDOD,GCF_000214035.1-METUNV1_RS00230,METUNV1,26.113493,-21.009167
175,METUNV1_RS19545,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS19545,METUNV1,26.826593,-19.45962
176,METUNV1_RS02200,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS02200,METUNV1,14.601093,8.249857
177,METUNV1_RS02015,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,EAL,GCF_000214035.1-METUNV1_RS02015,METUNV1,10.307896,8.959318
178,METUNV1_RS02010,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS02010,METUNV1,31.244452,-37.84253
179,METUNV1_RS01990,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HD,GCF_000214035.1-METUNV1_RS01990,METUNV1,-23.770819,-6.066185
180,METUNV1_RS01655,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS01655,METUNV1,-3.3256543,15.720134
181,METUNV1_RS01625,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS01625,METUNV1,35.48067,11.808791
182,METUNV1_RS01560,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS01560,METUNV1,13.643291,-11.089598
183,METUNV1_RS01330,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,ANTAR,GCF_000214035.1-METUNV1_RS01330,METUNV1,42.607597,-17.500692
184,METUNV1_RS01325,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,SpoIIE,GCF_000214035.1-METUNV1_RS01325,METUNV1,-32.06701,3.2283156
185,METUNV1_RS01310,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS01310,METUNV1,26.18631,2.1622705
186,METUNV1_RS04355,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS04355,METUNV1,-33.68123,-12.201193
187,METUNV1_RS03275,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GGDEF,GCF_000214035.1-METUNV1_RS03275,METUNV1,-31.712437,-17.735981
188,METUNV1_RS03140,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GGDEF,GCF_000214035.1-METUNV1_RS03140,METUNV1,-29.522219,5.1390533
189,METUNV1_RS04820,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS04820,METUNV1,28.994162,8.330582
190,METUNV1_RS05005,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS05005,METUNV1,27.165865,20.646864
191,METUNV1_RS05115,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS05115,METUNV1,31.001862,14.2346735
192,METUNV1_RS05495,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HD,GCF_000214035.1-METUNV1_RS05495,METUNV1,-29.526634,-6.722406
193,METUNV1_RS06415,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS06415,METUNV1,30.653103,-37.15213
194,METUNV1_RS06140,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS06140,METUNV1,27.29202,18.322313
195,METUNV1_RS05725,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,TPR_8,GCF_000214035.1-METUNV1_RS05725,METUNV1,-5.092364,-33.362915
196,METUNV1_RS05705,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS05705,METUNV1,-15.163632,5.719107
197,METUNV1_RS05600,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,EAL,GCF_000214035.1-METUNV1_RS05600,METUNV1,18.575256,19.858717
198,METUNV1_RS06680,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS06680,METUNV1,30.918144,20.390455
199,METUNV1_RS07385,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS07385,METUNV1,27.682663,17.668571
200,METUNV1_RS07325,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS07325,METUNV1,19.16494,37.515686
201,METUNV1_RS07695,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS07695,METUNV1,35.739532,13.2460165
202,METUNV1_RS07685,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS07685,METUNV1,18.986425,2.5303242
203,METUNV1_RS08795,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS08795,METUNV1,-24.175915,0.2180199
204,METUNV1_RS08735,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS08735,METUNV1,-13.028738,-29.485268
205,METUNV1_RS08725,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS08725,METUNV1,32.570847,7.1787286
206,METUNV1_RS08675,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Sigma54_activat,GCF_000214035.1-METUNV1_RS08675,METUNV1,2.4734962,6.2178397
207,METUNV1_RS09420,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS09420,METUNV1,0.7115844,21.67713
208,METUNV1_RS09240,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,EAL,GCF_000214035.1-METUNV1_RS09240,METUNV1,-24.012518,3.975053
209,METUNV1_RS09115,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS09115,METUNV1,25.169434,4.7235556
210,METUNV1_RS09110,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS09110,METUNV1,28.130789,3.380545
211,METUNV1_RS10170,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS10170,METUNV1,12.203494,-6.527671
212,METUNV1_RS10130,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HD,GCF_000214035.1-METUNV1_RS10130,METUNV1,-42.596584,-2.7366872
213,METUNV1_RS09925,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,ANTAR,GCF_000214035.1-METUNV1_RS09925,METUNV1,-3.1743686,1.8031399
214,METUNV1_RS10645,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS10645,METUNV1,-3.6337523,7.6202374
215,METUNV1_RS12545,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS12545,METUNV1,-8.445707,-23.613617
216,METUNV1_RS12540,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,CheW,GCF_000214035.1-METUNV1_RS12540,METUNV1,-24.244944,-34.115456
217,METUNV1_RS12535,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,CheW,GCF_000214035.1-METUNV1_RS12535,METUNV1,-26.460293,-33.800766
218,METUNV1_RS12515,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,CheB_methylest,GCF_000214035.1-METUNV1_RS12515,METUNV1,12.749241,-36.697426
219,METUNV1_RS12480,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS12480,METUNV1,-14.964199,-23.250898
220,METUNV1_RS12450,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,EAL,GCF_000214035.1-METUNV1_RS12450,METUNV1,1.73255,3.8453264
221,METUNV1_RS12445,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HDOD,GCF_000214035.1-METUNV1_RS12445,METUNV1,-13.965113,-1.2810353
222,METUNV1_RS11810,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS11810,METUNV1,31.44698,-35.821358
223,METUNV1_RS11575,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS11575,METUNV1,3.0579565,-13.719357
224,METUNV1_RS11300,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS11300,METUNV1,29.02387,10.713099
225,METUNV1_RS13715,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS13715,METUNV1,-18.103157,18.694096
226,METUNV1_RS13480,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS13480,METUNV1,-16.244595,6.049451
227,METUNV1_RS13460,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS13460,METUNV1,37.526817,1.4042516
228,METUNV1_RS13400,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GGDEF,GCF_000214035.1-METUNV1_RS13400,METUNV1,-31.021042,6.8392415
229,METUNV1_RS12910,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS12910,METUNV1,24.63215,7.611255
230,METUNV1_RS14740,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS14740,METUNV1,6.6611013,-1.315933
231,METUNV1_RS13870,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS13870,METUNV1,12.5302515,33.760498
232,METUNV1_RS15030,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS15030,METUNV1,-7.0126452,11.356872
233,METUNV1_RS15180,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS15180,METUNV1,-33.32892,8.228459
234,METUNV1_RS16175,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS16175,METUNV1,-20.219358,12.597383
